,subject,trialN,subj_idx,response,rt,task,relativeValue,totalValue,memSlideScore,memChoiceScore,Left_sum,Right_sum,absRelativeValue,accuracy,arr_L,arr_R,N_L,N_R,L-R,|L-R|
1317,l1qu3qoq4,59,30,1,1.88680000000074,experiment_FR,10,58,7.4,0.6,34,24,10,1,"[6, 6, 2, 6, 8, 6]","[5, 2, 1, 4, 6, 6]",3,5,-2,2
1318,l1qu3qoq4,60,30,0,1.11210000000056,experiment_FR,-13,55,7.4,0.6,21,34,13,1,"[3, 6, 2, 5, 3, 2]","[4, 8, 4, 4, 6, 8]",4,3,1,1
1319,l1qu3qoq4,61,30,0,1.13139999999944,experiment_FR,-5,55,7.4,0.6,25,30,5,1,"[8, 5, 3, 2, 2, 5]","[8, 8, 3, 2, 5, 4]",4,5,-1,1
1320,l1qu3qoq4,62,30,1,1.9195,experiment_FR,-4,56,7.4,0.6,26,30,4,0,"[2, 6, 5, 3, 7, 3]","[6, 7, 5, 8, 1, 3]",5,6,-1,1
1321,l1qu3qoq4,63,30,1,1.30420000000019,experiment_FR,8,54,7.4,0.6,31,23,8,1,"[7, 3, 6, 4, 4, 7]","[1, 8, 6, 2, 1, 5]",4,5,-1,1
1322,l1qu3qoq4,64,30,1,3.02770000000019,experiment_FR,-3,57,7.4,0.6,27,30,3,0,"[2, 8, 4, 7, 2, 4]","[7, 5, 5, 8, 4, 1]",4,5,-1,1
1323,l1qu3qoq4,65,30,1,1.08719999999925,experiment_FR,4,50,7.4,0.6,27,23,4,1,"[7, 4, 5, 2, 3, 6]","[4, 1, 8, 1, 4, 5]",6,4,2,2
1324,l1qu3qoq4,66,30,1,2.42879999999981,experiment_FR,-5,57,7.4,0.6,26,31,5,0,"[4, 8, 3, 2, 1, 8]","[7, 3, 7, 8, 1, 5]",5,5,0,0
1325,l1qu3qoq4,67,30,1,1.78010000000056,experiment_FR,14,50,7.4,0.6,32,18,14,1,"[6, 1, 4, 6, 7, 8]","[2, 1, 4, 4, 5, 2]",5,4,1,1
1326,l1qu3qoq4,68,30,0,4.29320000000019,experiment_FR,-10,60,7.4,0.6,25,35,10,1,"[3, 2, 3, 7, 7, 3]","[4, 2, 8, 7, 8, 6]",3,5,-2,2
1327,l1qu3qoq4,69,30,1,1.4835,experiment_FR,3,47,7.4,0.6,25,22,3,1,"[8, 5, 3, 3, 2, 4]","[4, 2, 3, 6, 1, 6]",5,5,0,0
1328,l1qu3qoq4,70,30,0,1.018,experiment_FR,-17,45,7.4,0.6,14,31,17,1,"[1, 3, 1, 3, 5, 1]","[1, 6, 6, 7, 5, 6]",3,4,-1,1
1329,l1qu3qoq4,71,30,1,5.13069999999925,experiment_FR,0,58,7.4,0.6,29,29,0,1,"[3, 4, 7, 6, 8, 1]","[7, 4, 6, 7, 4, 1]",6,4,2,2
1330,l1qu3qoq4,72,30,0,6.1135,experiment_FR,-4,60,7.4,0.6,28,32,4,1,"[4, 6, 3, 3, 8, 4]","[6, 6, 2, 8, 5, 5]",4,4,0,0
1331,l1qu3qoq4,74,30,0,2.29660000000056,experiment_FR,-11,57,7.4,0.6,23,34,11,1,"[5, 7, 5, 1, 2, 3]","[5, 1, 6, 7, 8, 7]",5,5,0,0
1332,l1qu3qoq4,75,30,1,1.20829999999981,experiment_FR,-10,54,7.4,0.6,22,32,10,0,"[1, 6, 7, 3, 2, 3]","[8, 3, 5, 6, 2, 8]",5,5,0,0
1333,l1qu3qoq4,76,30,0,3.33679999999981,experiment_FR,1,49,7.4,0.6,25,24,1,0,"[3, 1, 5, 4, 6, 6]","[2, 4, 7, 3, 6, 2]",5,5,0,0
1334,l1qu3qoq4,77,30,0,1.63920000000019,experiment_FR,-10,44,7.4,0.6,17,27,10,1,"[1, 4, 1, 2, 3, 6]","[4, 6, 4, 4, 7, 2]",5,4,1,1
1335,l1qu3qoq4,78,30,1,3.03129999999981,experiment_FR,5,55,7.4,0.6,30,25,5,1,"[8, 6, 6, 1, 3, 6]","[6, 3, 2, 8, 3, 3]",4,4,0,0
1336,l1qu3qoq4,79,30,0,7.18390000000037,experiment_FR,-5,55,7.4,0.6,25,30,5,1,"[7, 6, 5, 4, 2, 1]","[2, 7, 6, 7, 1, 7]",6,4,2,2
1337,l1qu3qoq4,80,30,1,1.47309999999963,experiment_FR,8,52,7.4,0.6,30,22,8,1,"[8, 6, 1, 4, 4, 7]","[7, 2, 1, 3, 4, 5]",5,6,-1,1
1338,l1qu3qoq4,81,30,1,1.43060000000056,experiment_FR,2,62,7.4,0.6,32,30,2,1,"[1, 8, 5, 8, 8, 2]","[5, 3, 8, 4, 7, 3]",4,5,-1,1
1339,l1qu3qoq4,82,30,1,1.36090000000037,experiment_FR,5,43,7.4,0.6,24,19,5,1,"[2, 4, 4, 6, 3, 5]","[1, 2, 4, 5, 1, 6]",5,5,0,0
1340,l1qu3qoq4,83,30,0,7.0585,experiment_FR,-6,44,7.4,0.6,19,25,6,1,"[1, 5, 1, 4, 3, 5]","[6, 1, 5, 2, 4, 7]",4,6,-2,2
1341,l1qu3qoq4,84,30,1,2.82820000000019,experiment_FR,5,41,7.4,0.6,23,18,5,1,"[4, 1, 7, 3, 3, 5]","[4, 3, 2, 1, 1, 7]",5,5,0,0
1342,l1qu3qoq4,85,30,1,4.17979999999981,experiment_FR,4,58,7.4,0.6,31,27,4,1,"[6, 7, 2, 8, 4, 4]","[4, 3, 5, 6, 6, 3]",5,4,1,1
1343,l1qu3qoq4,86,30,1,6.0685,experiment_FR,9,53,7.4,0.6,31,22,9,1,"[8, 7, 2, 1, 8, 5]","[6, 5, 4, 3, 2, 2]",5,5,0,0
1344,l1qu3qoq4,87,30,1,1.57070000000019,experiment_FR,4,42,7.4,0.6,23,19,4,1,"[3, 4, 3, 4, 1, 8]","[1, 1, 2, 2, 8, 5]",4,4,0,0
1345,l1qu3qoq4,89,30,0,1.96040000000037,experiment_FR,-3,65,7.4,0.6,31,34,3,1,"[2, 8, 6, 8, 3, 4]","[8, 7, 2, 8, 8, 1]",5,4,1,1
1346,l1qu3qoq4,90,30,0,1.62039999999944,experiment_FR,-17,61,7.4,0.6,22,39,17,1,"[3, 4, 4, 1, 5, 5]","[7, 8, 8, 5, 3, 8]",4,4,0,0
1347,l1qu3qoq4,91,30,1,1.87390000000037,experiment_FR,11,51,7.4,0.6,31,20,11,1,"[7, 8, 3, 7, 4, 2]","[4, 3, 3, 3, 1, 6]",5,4,1,1
1348,l1qu3qoq4,92,30,0,2.08439999999944,experiment_FR,-5,63,7.4,0.6,29,34,5,1,"[6, 5, 4, 6, 1, 7]","[4, 8, 6, 7, 6, 3]",5,5,0,0
1349,l1qu3qoq4,93,30,0,2.13360000000056,experiment_FR,3,61,7.4,0.6,32,29,3,0,"[8, 5, 1, 7, 8, 3]","[7, 4, 6, 3, 3, 6]",5,4,1,1
1350,l1qu3qoq4,94,30,1,1.83790000000037,experiment_FR,11,59,7.4,0.6,35,24,11,1,"[3, 3, 8, 5, 8, 8]","[2, 8, 5, 1, 5, 3]",3,5,-2,2
1351,l1qu3qoq4,95,30,1,5.43580000000074,experiment_FR,7,65,7.4,0.6,36,29,7,1,"[8, 3, 6, 5, 6, 8]","[3, 3, 3, 5, 7, 8]",4,4,0,0
1352,l1qu3qoq4,96,30,0,3.78679999999981,experiment_FR,-2,38,7.4,0.6,18,20,2,1,"[1, 2, 8, 3, 1, 3]","[2, 2, 4, 3, 5, 4]",4,4,0,0
1353,l1qu3qoq4,97,30,1,1.16819999999925,experiment_FR,8,50,7.4,0.6,29,21,8,1,"[4, 5, 8, 4, 3, 5]","[8, 6, 2, 2, 2, 1]",4,4,0,0
1354,l1qu3qoq4,98,30,1,2.79239999999944,experiment_FR,9,49,7.4,0.6,29,20,9,1,"[8, 1, 5, 6, 7, 2]","[6, 1, 4, 3, 3, 3]",6,4,2,2
1355,l1qu3qoq4,99,30,1,1.521,experiment_FR,13,49,7.4,0.6,31,18,13,1,"[2, 8, 4, 2, 8, 7]","[1, 1, 3, 8, 1, 4]",4,4,0,0
1356,l1qu3qoq4,100,30,0,4.97379999999981,experiment_FR,-6,44,7.4,0.6,19,25,6,1,"[2, 4, 2, 2, 8, 1]","[1, 8, 1, 5, 7, 3]",4,5,-1,1
1357,l1qu3qoq4,102,30,1,3.5105,experiment_FR,11,51,7.4,0.6,31,20,11,1,"[4, 6, 3, 4, 6, 8]","[1, 4, 1, 4, 8, 2]",4,4,0,0
1358,l1qu3qoq4,103,30,1,8.86929999999981,experiment_FR,4,52,7.4,0.6,28,24,4,1,"[6, 8, 6, 3, 1, 4]","[8, 1, 5, 1, 4, 5]",5,4,1,1
1359,l1qu3qoq4,104,30,1,8.16830000000074,experiment_FR,9,51,7.4,0.6,30,21,9,1,"[5, 6, 6, 7, 3, 3]","[5, 3, 8, 2, 1, 2]",4,5,-1,1
1360,l1qu3qoq4,105,30,1,6.086,experiment_FR,6,54,7.4,0.6,30,24,6,1,"[3, 7, 7, 1, 5, 7]","[6, 7, 1, 2, 5, 3]",4,6,-2,2
1361,l1qu3qoq4,106,30,0,2.496,experiment_FR,-4,58,7.4,0.6,27,31,4,1,"[5, 5, 8, 1, 4, 4]","[2, 8, 6, 6, 5, 4]",4,5,-1,1
1362,l1qu3qoq4,107,30,0,3.75579999999981,experiment_FR,1,53,7.4,0.6,27,26,1,0,"[3, 3, 3, 3, 8, 7]","[1, 6, 5, 6, 1, 7]",3,4,-1,1
1363,l1qu3qoq4,108,30,1,1.62119999999926,experiment_FR,6,58,7.4,0.6,32,26,6,1,"[7, 5, 6, 3, 7, 4]","[3, 5, 1, 7, 2, 8]",5,6,-1,1
1364,l1qu3qoq4,109,30,0,3.21270000000019,experiment_FR,-6,46,7.4,0.6,20,26,6,1,"[1, 3, 3, 6, 6, 1]","[4, 6, 8, 6, 1, 1]",3,4,-1,1
1365,l1qu3qoq4,110,30,0,2.78379999999981,experiment_FR,-4,54,7.4,0.6,25,29,4,1,"[5, 3, 1, 8, 6, 2]","[6, 1, 5, 6, 4, 7]",6,5,1,1
1366,l1qu3qoq4,111,30,0,8.27730000000074,experiment_FR,-8,50,7.4,0.6,21,29,8,1,"[3, 3, 7, 3, 4, 1]","[5, 5, 1, 6, 8, 4]",4,5,-1,1
1367,l1qu3qoq4,112,30,1,6.48189999999944,experiment_FR,7,37,7.4,0.6,22,15,7,1,"[7, 3, 3, 6, 2, 1]","[5, 2, 3, 3, 1, 1]",5,4,1,1
1368,l1qu3qoq4,113,30,0,2.07629999999981,experiment_FR,-3,53,7.4,0.6,25,28,3,1,"[3, 3, 4, 7, 4, 4]","[1, 5, 5, 8, 6, 3]",3,5,-2,2
1369,l1qu3qoq4,114,30,1,9.42659999999963,experiment_FR,3,61,7.4,0.6,32,29,3,1,"[8, 4, 5, 1, 8, 6]","[7, 8, 3, 8, 1, 2]",5,5,0,0
1370,l1qu3qoq4,115,30,1,5.87620000000019,experiment_FR,7,55,7.4,0.6,31,24,7,1,"[3, 8, 3, 4, 6, 7]","[3, 4, 2, 4, 8, 3]",5,4,1,1
1371,l1qu3qoq4,116,30,1,10.899,experiment_FR,-1,55,7.4,0.6,27,28,1,0,"[4, 6, 7, 1, 1, 8]","[2, 3, 8, 2, 8, 5]",5,4,1,1
1372,l1qu3qoq4,117,30,1,6.19179999999981,experiment_FR,0,64,7.4,0.6,32,32,0,0,"[8, 6, 3, 5, 8, 2]","[1, 8, 8, 7, 7, 1]",5,3,2,2
1373,l1qu3qoq4,118,30,1,5.17969999999926,experiment_FR,5,59,7.4,0.6,32,27,5,1,"[7, 4, 2, 8, 3, 8]","[6, 8, 1, 5, 2, 5]",5,5,0,0
1374,l1qu3qoq4,119,30,1,3.48559999999963,experiment_FR,-1,51,7.4,0.6,25,26,1,0,"[4, 5, 2, 4, 7, 3]","[4, 6, 8, 5, 2, 1]",5,6,-1,1
1375,l1qu3qoq4,120,30,0,4.37689999999944,experiment_FR,-3,61,7.4,0.6,29,32,3,1,"[3, 2, 8, 8, 1, 7]","[7, 7, 5, 4, 7, 2]",5,4,1,1
1376,l1qu3qoq4,121,30,0,3.2175,experiment_FR,-4,62,7.4,0.6,29,33,4,1,"[4, 7, 1, 6, 6, 5]","[3, 6, 8, 3, 7, 6]",5,4,1,1
1377,l1qu3qoq4,122,30,0,6.949,experiment_FR,-1,49,7.4,0.6,24,25,1,1,"[4, 7, 1, 5, 5, 2]","[5, 1, 6, 2, 7, 4]",5,6,-1,1
1378,l1qu3qoq4,123,30,1,6.03209999999963,experiment_FR,7,49,7.4,0.6,28,21,7,1,"[5, 2, 1, 8, 8, 4]","[2, 3, 8, 1, 4, 3]",5,5,0,0
1379,l1qu3qoq4,124,30,1,4.463,experiment_FR,0,54,7.4,0.6,27,27,0,0,"[2, 3, 7, 3, 4, 8]","[3, 7, 4, 8, 1, 4]",5,5,0,0
1380,l1qu3qoq4,125,30,1,3.32940000000037,experiment_FR,5,61,7.4,0.6,33,28,5,1,"[6, 5, 7, 6, 4, 5]","[3, 8, 4, 2, 7, 4]",4,5,-1,1
1381,l1qu3qoq4,126,30,0,2.3215,experiment_FR,-11,59,7.4,0.6,24,35,11,1,"[2, 2, 6, 8, 3, 3]","[5, 6, 8, 7, 2, 7]",4,5,-1,1
1382,l1qu3qoq4,127,30,1,1.94360000000056,experiment_FR,-5,45,7.4,0.6,20,25,5,0,"[5, 5, 1, 6, 1, 2]","[4, 8, 1, 4, 3, 5]",4,5,-1,1
1383,l1qu3qoq4,128,30,0,1.37190000000037,experiment_FR,-11,53,7.4,0.6,21,32,11,1,"[1, 1, 4, 8, 2, 5]","[6, 7, 3, 8, 2, 6]",5,5,0,0
1384,l1qu3qoq4,130,30,1,4.01370000000019,experiment_FR,5,39,7.4,0.6,22,17,5,1,"[8, 4, 1, 2, 5, 2]","[2, 5, 1, 7, 1, 1]",5,4,1,1
1385,l1qu3qoq4,131,30,1,4.47320000000019,experiment_FR,12,60,7.4,0.6,36,24,12,1,"[5, 8, 3, 7, 8, 5]","[1, 3, 3, 8, 8, 1]",4,3,1,1
1386,l1qu3qoq4,132,30,0,4.00440000000037,experiment_FR,-8,46,7.4,0.6,19,27,8,1,"[3, 6, 3, 2, 4, 1]","[7, 2, 4, 7, 2, 5]",5,4,1,1
1387,l1qu3qoq4,133,30,1,3.45839999999944,experiment_FR,3,47,7.4,0.6,25,22,3,1,"[1, 2, 8, 6, 5, 3]","[2, 4, 2, 6, 3, 5]",6,5,1,1
1388,l1qu3qoq4,134,30,0,1.21629999999981,experiment_FR,-13,43,7.4,0.6,15,28,13,1,"[5, 1, 3, 3, 1, 2]","[3, 8, 4, 3, 4, 6]",4,4,0,0
1389,l1qu3qoq4,137,30,0,3.10920000000019,experiment_FR,-7,37,7.4,0.6,15,22,7,1,"[1, 1, 7, 1, 3, 2]","[8, 6, 4, 2, 1, 1]",4,5,-1,1
1390,l1qu3qoq4,138,30,1,10.7495,experiment_FR,3,43,7.4,0.6,23,20,3,1,"[4, 8, 7, 1, 2, 1]","[4, 2, 2, 6, 4, 2]",5,3,2,2
1391,l1qu3qoq4,139,30,0,3.76390000000037,experiment_FR,1,53,7.4,0.6,27,26,1,0,"[2, 8, 6, 6, 1, 4]","[8, 3, 3, 7, 2, 3]",5,4,1,1
1392,l1qu3qoq4,140,30,0,4.90140000000037,experiment_FR,-8,52,7.4,0.6,22,30,8,1,"[4, 6, 1, 1, 6, 4]","[3, 8, 3, 8, 4, 4]",3,3,0,0
1393,l1qu3qoq4,141,30,0,2.12330000000075,experiment_FR,-6,58,7.4,0.6,26,32,6,1,"[6, 1, 6, 8, 3, 2]","[4, 7, 5, 6, 8, 2]",5,6,-1,1
1394,l1qu3qoq4,142,30,0,3.16179999999981,experiment_FR,-6,64,7.4,0.6,29,35,6,1,"[8, 3, 2, 7, 1, 8]","[8, 4, 4, 5, 7, 7]",5,4,1,1
1395,l1qu3qoq4,143,30,0,3.5965,experiment_FR,-1,59,7.4,0.6,29,30,1,1,"[2, 2, 7, 8, 5, 5]","[4, 8, 4, 3, 3, 8]",4,3,1,1
1396,l1qu3qoq4,144,30,0,2.35179999999981,experiment_FR,-13,57,7.4,0.6,22,35,13,1,"[7, 1, 5, 7, 1, 1]","[2, 8, 6, 8, 8, 3]",3,4,-1,1
1397,l1qu3qoq4,145,30,1,6.23979999999981,experiment_FR,1,57,7.4,0.6,29,28,1,1,"[4, 4, 5, 4, 4, 8]","[7, 2, 8, 1, 7, 3]",3,5,-2,2
1398,l1qu3qoq4,147,30,1,1.29579999999981,experiment_FR,7,43,7.4,0.6,25,18,7,1,"[5, 5, 5, 1, 7, 2]","[2, 1, 1, 7, 5, 2]",4,4,0,0
1399,l1qu3qoq4,148,30,1,3.9255,experiment_FR,6,60,7.4,0.6,33,27,6,1,"[8, 6, 5, 8, 4, 2]","[2, 2, 7, 6, 5, 5]",5,4,1,1
1400,l1qu3qoq4,149,30,1,4.97689999999944,experiment_FR,6,48,7.4,0.6,27,21,6,1,"[2, 2, 5, 7, 8, 3]","[2, 1, 1, 4, 6, 7]",5,5,0,0
1401,lon3uctdu,2,33,0,1.22739999997616,experiment_VB,0,64,6.0,0.8,32,32,0,1,"[3, 6, 5, 2, 8, 8]","[8, 1, 7, 1, 7, 8]",5,3,2,2
1402,lon3uctdu,3,33,1,1.23189999997616,experiment_VB,4,46,6.0,0.8,25,21,4,1,"[7, 2, 2, 5, 1, 8]","[3, 2, 4, 2, 8, 2]",5,4,1,1
1403,lon3uctdu,4,33,1,0.829700000047684,experiment_VB,4,64,6.0,0.8,34,30,4,1,"[3, 8, 4, 5, 7, 7]","[8, 5, 4, 5, 7, 1]",5,5,0,0
1404,lon3uctdu,5,33,1,0.980400000095367,experiment_VB,5,43,6.0,0.8,24,19,5,1,"[4, 5, 6, 4, 3, 2]","[1, 6, 2, 5, 4, 1]",5,5,0,0
1405,lon3uctdu,7,33,0,1.536,experiment_VB,-2,62,6.0,0.8,30,32,2,1,"[8, 4, 5, 7, 3, 3]","[1, 8, 2, 8, 8, 5]",5,4,1,1
1406,lon3uctdu,8,33,0,1.15620000004768,experiment_VB,-6,54,6.0,0.8,24,30,6,1,"[3, 1, 5, 6, 7, 2]","[7, 1, 7, 7, 3, 5]",6,4,2,2
1407,lon3uctdu,9,33,1,1.82740000009537,experiment_VB,10,46,6.0,0.8,28,18,10,1,"[3, 2, 8, 8, 5, 2]","[5, 3, 1, 6, 2, 1]",4,5,-1,1
1408,lon3uctdu,10,33,1,1.38719999992847,experiment_VB,5,45,6.0,0.8,25,20,5,1,"[3, 4, 4, 8, 1, 5]","[5, 1, 2, 6, 1, 5]",5,4,1,1
1409,lon3uctdu,11,33,0,2.305,experiment_VB,-4,58,6.0,0.8,27,31,4,1,"[4, 5, 6, 3, 6, 3]","[7, 4, 2, 4, 8, 6]",4,5,-1,1
1410,lon3uctdu,13,33,1,1.82239999997616,experiment_VB,2,54,6.0,0.8,28,26,2,1,"[1, 4, 8, 6, 7, 2]","[3, 5, 1, 6, 8, 3]",6,5,1,1
1411,lon3uctdu,14,33,0,0.630200000047684,experiment_VB,-18,46,6.0,0.8,14,32,18,1,"[3, 2, 1, 4, 1, 3]","[8, 7, 8, 2, 4, 3]",4,5,-1,1
1412,lon3uctdu,15,33,1,1.3145,experiment_VB,11,51,6.0,0.8,31,20,11,1,"[6, 4, 8, 3, 4, 6]","[8, 4, 4, 2, 1, 1]",4,4,0,0
1413,lon3uctdu,16,33,1,1.02189999997616,experiment_VB,6,54,6.0,0.8,30,24,6,1,"[1, 7, 7, 8, 5, 2]","[7, 2, 7, 4, 3, 1]",5,5,0,0
1414,lon3uctdu,17,33,0,2.01710000002384,experiment_VB,-9,53,6.0,0.8,22,31,9,1,"[2, 3, 7, 3, 3, 4]","[7, 2, 4, 5, 8, 5]",4,5,-1,1
1415,lon3uctdu,18,33,1,1.42709999990463,experiment_VB,4,52,6.0,0.8,28,24,4,1,"[3, 8, 4, 1, 6, 6]","[5, 1, 8, 4, 1, 5]",5,4,1,1
1416,lon3uctdu,19,33,0,0.9015,experiment_VB,-7,43,6.0,0.8,18,25,7,1,"[5, 2, 1, 1, 2, 7]","[5, 1, 2, 5, 7, 5]",4,4,0,0
1417,lon3uctdu,20,33,1,0.597100000023842,experiment_VB,13,57,6.0,0.8,35,22,13,1,"[6, 2, 8, 3, 8, 8]","[5, 1, 7, 7, 1, 1]",4,3,1,1
1418,lon3uctdu,21,33,0,0.961700000047684,experiment_VB,1,61,6.0,0.8,31,30,1,0,"[7, 4, 8, 6, 2, 4]","[7, 1, 8, 3, 7, 4]",5,5,0,0
1419,lon3uctdu,22,33,0,0.773399999976158,experiment_VB,-9,49,6.0,0.8,20,29,9,1,"[6, 1, 3, 3, 3, 4]","[1, 2, 5, 6, 8, 7]",4,6,-2,2
1420,lon3uctdu,24,33,0,0.869300000071526,experiment_VB,-8,54,6.0,0.8,23,31,8,1,"[2, 1, 5, 6, 1, 8]","[4, 3, 6, 7, 4, 7]",5,4,1,1
1421,lon3uctdu,25,33,1,0.775600000023842,experiment_VB,-1,49,6.0,0.8,24,25,1,0,"[5, 5, 7, 2, 1, 4]","[5, 7, 2, 6, 1, 4]",5,6,-1,1
1422,lon3uctdu,26,33,0,1.35330000007153,experiment_VB,-3,61,6.0,0.8,29,32,3,1,"[8, 3, 1, 2, 7, 8]","[1, 4, 8, 5, 6, 8]",5,5,0,0
1423,lon3uctdu,27,33,1,0.948399999976158,experiment_VB,-3,47,6.0,0.8,22,25,3,0,"[6, 4, 1, 6, 2, 3]","[3, 4, 3, 8, 2, 5]",5,5,0,0
1424,lon3uctdu,28,33,0,0.723,experiment_VB,-17,57,6.0,0.8,20,37,17,1,"[3, 3, 8, 2, 3, 1]","[8, 7, 1, 7, 7, 7]",4,3,1,1
1425,lon3uctdu,30,33,0,1.9775,experiment_VB,-1,53,6.0,0.8,26,27,1,1,"[7, 2, 3, 3, 8, 3]","[2, 8, 6, 6, 1, 4]",4,5,-1,1
1426,lon3uctdu,31,33,0,1.21830000007153,experiment_VB,-11,57,6.0,0.8,23,34,11,1,"[3, 5, 3, 3, 6, 3]","[4, 8, 8, 4, 4, 6]",3,3,0,0
1427,lon3uctdu,33,33,0,1.03419999992847,experiment_VB,-5,55,6.0,0.8,25,30,5,1,"[8, 5, 3, 5, 2, 2]","[4, 3, 8, 5, 2, 8]",4,5,-1,1
1428,lon3uctdu,34,33,0,0.973899999976158,experiment_VB,-6,58,6.0,0.8,26,32,6,1,"[2, 8, 6, 6, 3, 1]","[5, 2, 7, 4, 8, 6]",5,6,-1,1
1429,lon3uctdu,35,33,1,0.630199999928474,experiment_VB,17,45,6.0,0.8,31,14,17,1,"[1, 6, 7, 5, 6, 6]","[5, 3, 1, 3, 1, 1]",4,3,1,1
1430,lon3uctdu,36,33,0,0.912,experiment_VB,-4,64,6.0,0.8,30,34,4,1,"[8, 3, 1, 8, 5, 5]","[7, 8, 3, 7, 8, 1]",4,4,0,0
1431,lon3uctdu,37,33,1,1.35520000004768,experiment_VB,5,63,6.0,0.8,34,29,5,1,"[6, 6, 4, 7, 8, 3]","[5, 6, 7, 4, 1, 6]",5,5,0,0
1432,lon3uctdu,38,33,1,0.980700000047684,experiment_VB,10,48,6.0,0.8,29,19,10,1,"[6, 2, 3, 7, 5, 6]","[5, 1, 2, 2, 4, 5]",5,4,1,1
1433,lon3uctdu,39,33,0,0.622199999928474,experiment_VB,-26,62,6.0,0.8,18,44,26,1,"[2, 1, 6, 5, 1, 3]","[7, 7, 8, 7, 8, 7]",5,2,3,3
1434,lon3uctdu,40,33,0,1.10370000004768,experiment_VB,-5,39,6.0,0.8,17,22,5,1,"[7, 5, 1, 1, 1, 2]","[8, 2, 4, 2, 5, 1]",4,5,-1,1
1435,lon3uctdu,41,33,1,1.524,experiment_VB,0,48,6.0,0.8,24,24,0,1,"[3, 8, 2, 1, 4, 6]","[8, 3, 2, 4, 4, 3]",6,4,2,2
1436,lon3uctdu,42,33,0,0.916899999976158,experiment_VB,-4,66,6.0,0.8,31,35,4,1,"[7, 8, 4, 1, 3, 8]","[3, 7, 8, 7, 8, 2]",5,4,1,1
1437,lon3uctdu,43,33,1,2.64529999995232,experiment_VB,14,44,6.0,0.8,29,15,14,1,"[3, 7, 7, 6, 2, 4]","[2, 2, 6, 3, 1, 1]",5,4,1,1
1438,lon3uctdu,44,33,0,0.771200000047684,experiment_VB,-5,59,6.0,0.8,27,32,5,1,"[1, 2, 6, 5, 8, 5]","[7, 8, 4, 3, 8, 2]",5,5,0,0
1439,lon3uctdu,45,33,0,0.758700000047684,experiment_VB,1,53,6.0,0.8,27,26,1,0,"[3, 7, 3, 8, 3, 3]","[7, 6, 1, 1, 5, 6]",3,4,-1,1
1440,lon3uctdu,46,33,0,0.874199999928474,experiment_VB,-4,50,6.0,0.8,23,27,4,1,"[4, 1, 1, 8, 4, 5]","[7, 3, 5, 6, 2, 4]",4,6,-2,2
1441,lon3uctdu,47,33,0,2.17379999995232,experiment_VB,-7,37,6.0,0.8,15,22,7,1,"[1, 2, 3, 1, 1, 7]","[1, 6, 8, 2, 4, 1]",4,5,-1,1
1442,lon3uctdu,48,33,0,1.719,experiment_VB,-8,50,6.0,0.8,21,29,8,1,"[8, 3, 1, 1, 6, 2]","[8, 1, 7, 5, 3, 5]",5,5,0,0
1443,lon3uctdu,49,33,1,0.979400000095367,experiment_VB,13,43,6.0,0.8,28,15,13,1,"[3, 6, 3, 4, 8, 4]","[1, 1, 3, 5, 3, 2]",4,4,0,0
1444,lon3uctdu,50,33,1,1.92120000004768,experiment_VB,4,48,6.0,0.8,26,22,4,1,"[4, 2, 6, 5, 5, 4]","[6, 1, 8, 5, 1, 1]",4,4,0,0
1445,lon3uctdu,51,33,0,0.990200000047684,experiment_VB,-6,64,6.0,0.8,29,35,6,1,"[1, 8, 7, 8, 2, 3]","[8, 4, 7, 7, 4, 5]",5,4,1,1
1446,lon3uctdu,53,33,1,0.733100000023842,experiment_VB,9,51,6.0,0.8,30,21,9,1,"[3, 6, 7, 3, 5, 6]","[2, 1, 8, 5, 2, 3]",4,5,-1,1
1447,lon3uctdu,54,33,0,2.13930000007153,experiment_VB,-2,40,6.0,0.8,19,21,2,1,"[4, 6, 1, 2, 3, 3]","[1, 4, 2, 3, 4, 7]",5,5,0,0
1448,lon3uctdu,55,33,0,0.772899999976158,experiment_VB,-9,55,6.0,0.8,23,32,9,1,"[6, 1, 2, 2, 8, 4]","[8, 2, 1, 8, 7, 6]",5,5,0,0
1449,lon3uctdu,56,33,0,1.19260000002384,experiment_VB,-4,60,6.0,0.8,28,32,4,1,"[8, 6, 4, 4, 3, 3]","[8, 2, 5, 5, 6, 6]",4,4,0,0
1450,lon3uctdu,57,33,1,0.7485,experiment_VB,4,62,6.0,0.8,33,29,4,1,"[5, 6, 7, 3, 7, 5]","[5, 4, 4, 2, 8, 6]",4,5,-1,1
1451,lon3uctdu,58,33,0,0.7035,experiment_VB,-13,55,6.0,0.8,21,34,13,1,"[3, 2, 6, 5, 3, 2]","[8, 4, 8, 4, 6, 4]",4,3,1,1
1452,lon3uctdu,59,33,1,0.632,experiment_VB,3,65,6.0,0.8,34,31,3,1,"[7, 6, 7, 6, 6, 2]","[6, 5, 2, 8, 2, 8]",3,4,-1,1
1453,lon3uctdu,60,33,1,1.143,experiment_VB,7,49,6.0,0.8,28,21,7,1,"[8, 2, 4, 8, 1, 5]","[4, 8, 2, 3, 1, 3]",5,5,0,0
1454,lon3uctdu,61,33,0,1.1055,experiment_VB,4,64,6.0,0.8,34,30,4,0,"[6, 5, 3, 8, 4, 8]","[7, 1, 7, 5, 2, 8]",5,5,0,0
